# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "ID" "-a" "reference_genome/annotation.gff3" "-o" "results/day2_rnaseq/counts/featureCounts_all_samples.txt" "results/day2_rnaseq/bam/WTS_1.filtered.bam" "results/day2_rnaseq/bam/WTS_2.filtered.bam" "results/day2_rnaseq/bam/WTS_3.filtered.bam" "results/day2_rnaseq/bam/WT_1.filtered.bam" "results/day2_rnaseq/bam/WT_2.filtered.bam" "results/day2_rnaseq/bam/WT_3.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	results/day2_rnaseq/bam/WTS_1.filtered.bam	results/day2_rnaseq/bam/WTS_2.filtered.bam	results/day2_rnaseq/bam/WTS_3.filtered.bam	results/day2_rnaseq/bam/WT_1.filtered.bam	results/day2_rnaseq/bam/WT_2.filtered.bam	results/day2_rnaseq/bam/WT_3.filtered.bam
gene-OW489_RS04325	NZ_AP026446.1	918864	919421	+	558	204	1152	1212	736	1057	620
gene-OW489_RS04330	NZ_AP026446.1	919428	920306	+	879	925	1035	1164	994	1197	1095
gene-OW489_RS04335	NZ_AP026446.1	920318	920632	-	315	5	20	16	4	10	10
gene-OW489_RS04340	NZ_AP026446.1	920689	921369	-	681	0	0	0	0	0	0
gene-OW489_RS04345	NZ_AP026446.1	921597	922007	-	411	0	0	0	0	0	0
gene-OW489_RS04360	NZ_AP026446.1	924058	924663	+	606	14	54	76	41	45	29
gene-OW489_RS04365	NZ_AP026446.1	924656	925732	+	1077	49	67	97	151	192	82
gene-OW489_RS04370	NZ_AP026446.1	925792	926529	-	738	1085	2167	2097	341	513	347
gene-OW489_RS04375	NZ_AP026446.1	926548	927909	-	1362	237	398	455	148	273	174
gene-OW489_RS04380	NZ_AP026446.1	927916	929007	-	1092	605	796	1016	492	728	527
gene-OW489_RS04385	NZ_AP026446.1	929018	930226	-	1209	1520	2092	2035	1298	1462	1375
gene-OW489_RS04390	NZ_AP026446.1	930250	932577	-	2328	6120	7012	7612	2208	2950	2176
gene-OW489_RS04395	NZ_AP026446.1	932564	932788	-	225	467	1581	1971	1740	2703	1516
gene-OW489_RS04400	NZ_AP026446.1	932830	933552	-	723	309	430	740	583	1383	488
gene-OW489_RS04405	NZ_AP026446.1	933657	934340	-	684	33	84	83	188	231	174
gene-OW489_RS04410	NZ_AP026446.1	934477	937035	+	2559	15740	9859	10635	17361	20942	17163
gene-OW489_RS04415	NZ_AP026446.1	937115	937381	+	267	77	77	118	107	168	130
gene-OW489_RS04420	NZ_AP026446.1	937632	938921	+	1290	1530	1998	2104	793	1396	613
gene-OW489_RS04425	NZ_AP026446.1	939016	940383	+	1368	1095	1359	1373	1921	2665	1846
gene-OW489_RS04430	NZ_AP026446.1	940390	940917	-	528	14510	9515	10534	11931	15130	10497
gene-OW489_RS04435	NZ_AP026446.1	940959	941344	-	386	70422	208191	192970	383811	606386	423154
gene-OW489_RS04440	NZ_AP026446.1	941410	941964	-	555	1017	1470	1544	1501	1975	1385
gene-OW489_RS04445	NZ_AP026446.1	942111	944708	+	2598	3507	3876	4549	5398	8290	5235
gene-OW489_RS04450	NZ_AP026446.1	944698	945930	+	1233	1455	1189	1419	731	1263	715
gene-OW489_RS04455	NZ_AP026446.1	946213	947712	+	1500	7812	9277	11097	11447	21879	10433
gene-OW489_RS04460	NZ_AP026446.1	948002	949231	-	1230	0	0	0	0	0	0
gene-OW489_RS04465	NZ_AP026446.1	949267	951327	-	2061	1767	1567	2105	2361	4968	2325
gene-OW489_RS04470	NZ_AP026446.1	951352	952872	-	1521	3407	3577	4277	2641	4140	2387
gene-OW489_RS04475	NZ_AP026446.1	952875	953402	-	528	491	552	848	704	1314	775
gene-OW489_RS04480	NZ_AP026446.1	953407	953994	-	588	1115	1199	1728	1382	2553	1574
gene-OW489_RS04485	NZ_AP026446.1	954017	955372	-	1356	12583	10732	13395	12110	18670	11008
gene-OW489_RS04490	NZ_AP026446.1	955485	956318	-	834	66	39	26	13	28	16
gene-OW489_RS04495	NZ_AP026446.1	956351	957133	-	783	8259	9335	10044	15489	19298	15114
gene-OW489_RS04500	NZ_AP026446.1	957252	957728	-	477	363	668	649	334	349	398
gene-OW489_RS04505	NZ_AP026446.1	957737	958267	-	531	942	1011	1066	806	1184	800
gene-OW489_RS04510	NZ_AP026446.1	958280	958717	-	438	48	110	108	43	62	51
gene-OW489_RS04520	NZ_AP026446.1	959012	959590	-	579	183	308	493	194	331	204
gene-OW489_RS04525	NZ_AP026446.1	959709	960455	-	747	747	912	1014	306	370	300
gene-OW489_RS04530	NZ_AP026446.1	960421	960558	-	138	5	14	15	4	11	4
gene-OW489_RS04535	NZ_AP026446.1	960636	961670	-	1035	1574	1440	1440	775	1006	818
gene-OW489_RS04540	NZ_AP026446.1	961877	962143	+	267	0	0	0	0	0	0
gene-OW489_RS04545	NZ_AP026446.1	962197	963039	-	843	174	610	568	303	347	239
gene-OW489_RS04550	NZ_AP026446.1	963121	963735	+	615	2	13	13	3	14	5
gene-OW489_RS04555	NZ_AP026446.1	963746	966121	-	2376	125	137	114	47	73	61
gene-OW489_RS04560	NZ_AP026446.1	966313	966669	-	357	102	93	120	75	87	83
gene-OW489_RS04565	NZ_AP026446.1	966676	967227	-	552	1643	1833	1926	1979	2491	1930
gene-OW489_RS04570	NZ_AP026446.1	967236	967838	-	603	290	297	317	129	176	154
gene-OW489_RS04575	NZ_AP026446.1	967817	968143	-	327	380	272	317	150	276	137
gene-OW489_RS04580	NZ_AP026446.1	968603	969607	-	1005	72	107	114	78	88	78
gene-OW489_RS04585	NZ_AP026446.1	969740	970357	+	618	1585	1830	1789	1208	1286	1056
gene-OW489_RS04590	NZ_AP026446.1	970358	971125	+	768	471	645	625	404	388	379
gene-OW489_RS04595	NZ_AP026446.1	971141	971914	+	774	1766	2125	2281	2479	2893	2255
gene-OW489_RS04600	NZ_AP026446.1	971917	972684	+	768	1446	1893	2054	2337	3226	1988
gene-OW489_RS04605	NZ_AP026446.1	972688	973125	+	438	359	490	521	422	426	346
gene-OW489_RS04615	NZ_AP026446.1	973667	974239	-	573	0	0	0	0	0	0
gene-OW489_RS04620	NZ_AP026446.1	974233	975051	-	819	0	0	0	0	0	0
gene-OW489_RS04625	NZ_AP026446.1	975333	976889	+	1557	250	324	398	262	671	224
gene-OW489_RS04630	NZ_AP026446.1	976891	977532	+	642	238	379	428	250	319	212
gene-OW489_RS04635	NZ_AP026446.1	977544	977723	-	180	160	300	285	697	812	565
gene-OW489_RS04640	NZ_AP026446.1	977715	978176	+	462	1013	1137	1171	947	1362	888
gene-OW489_RS04645	NZ_AP026446.1	978177	979961	+	1785	401	628	655	111	241	101
gene-OW489_RS04650	NZ_AP026446.1	979973	981238	+	1266	448	605	606	826	1036	746
gene-OW489_RS04655	NZ_AP026446.1	981239	981583	+	345	235	193	222	140	202	146
gene-OW489_RS04660	NZ_AP026446.1	981672	981992	+	321	12247	13093	13954	12924	16152	12864
gene-OW489_RS04665	NZ_AP026446.1	981998	982933	+	936	34292	37137	39696	33709	35832	33549
gene-OW489_RS04670	NZ_AP026446.1	983138	983959	+	822	83	253	251	219	280	218
gene-OW489_RS04675	NZ_AP026446.1	984165	984413	-	249	2205	9180	9128	5258	5031	4931
gene-OW489_RS04680	NZ_AP026446.1	984735	985415	-	681	5231	6138	6524	3310	4118	3123
gene-OW489_RS04685	NZ_AP026446.1	985536	986981	-	1446	522	670	898	1636	3262	1491
gene-OW489_RS04690	NZ_AP026446.1	986991	988352	-	1362	719	927	1265	2128	3991	1917
gene-OW489_RS04695	NZ_AP026446.1	988411	989001	-	591	66	79	95	12	24	35
gene-OW489_RS04700	NZ_AP026446.1	989003	989791	-	789	3626	4010	4299	3719	4584	3219
gene-OW489_RS04705	NZ_AP026446.1	989884	990771	-	888	236	477	522	518	643	440
gene-OW489_RS04710	NZ_AP026446.1	990848	992233	+	1386	955	1315	1406	1077	1281	946
gene-OW489_RS04715	NZ_AP026446.1	992374	992658	+	285	1568	6326	5860	6845	4542	6721
gene-OW489_RS04720	NZ_AP026446.1	992711	992787	+	77	1	1	2	0	2	1
gene-OW489_RS04725	NZ_AP026446.1	993333	993938	+	606	8518	5948	6904	10699	13357	8971
gene-OW489_RS04730	NZ_AP026446.1	993958	994575	+	618	3287	3610	4107	3520	4869	3089
gene-OW489_RS04735	NZ_AP026446.1	994572	996335	+	1764	4591	4764	4732	7297	6924	7826
gene-OW489_RS04740	NZ_AP026446.1	996339	997322	+	984	1354	1736	1914	1376	1993	1105
gene-OW489_RS04745	NZ_AP026446.1	997319	998596	+	1278	438	845	923	420	641	301
gene-OW489_RS04750	NZ_AP026446.1	998596	999333	+	738	238	333	338	92	97	51
gene-OW489_RS04755	NZ_AP026446.1	999358	1000017	-	660	70	153	116	134	177	121
gene-OW489_RS04760	NZ_AP026446.1	1000010	1000819	-	810	49	52	88	78	122	98
gene-OW489_RS04765	NZ_AP026446.1	1000816	1001595	-	780	4	4	8	7	13	5
gene-OW489_RS04770	NZ_AP026446.1	1001688	1004690	-	3003	334	413	424	450	689	421
gene-OW489_RS04775	NZ_AP026446.1	1004762	1006048	-	1287	409	723	780	726	1174	593
gene-OW489_RS04780	NZ_AP026446.1	1006041	1007627	-	1587	172	210	197	208	305	200
gene-OW489_RS04790	NZ_AP026446.1	1007806	1008492	+	687	1252	1319	1224	690	721	729
gene-OW489_RS04795	NZ_AP026446.1	1008527	1009459	-	933	123	124	154	67	118	84
gene-OW489_RS04800	NZ_AP026446.1	1009456	1011057	-	1602	312	297	483	338	1179	261
gene-OW489_RS04805	NZ_AP026446.1	1011304	1012281	+	978	723	429	375	374	349	385
gene-OW489_RS04810	NZ_AP026446.1	1012449	1013027	-	579	453	732	836	727	1182	871
gene-OW489_RS04815	NZ_AP026446.1	1013020	1014405	-	1386	585	689	749	495	970	550
gene-OW489_RS04820	NZ_AP026446.1	1014402	1015394	-	993	1954	3001	3100	2077	2800	1771
gene-OW489_RS04825	NZ_AP026446.1	1015403	1015927	-	525	426	626	610	200	287	154
gene-OW489_RS04830	NZ_AP026446.1	1015914	1016651	-	738	955	835	807	383	467	408
gene-OW489_RS04835	NZ_AP026446.1	1016642	1017307	-	666	1244	1417	1284	530	534	551
gene-OW489_RS04840	NZ_AP026446.1	1017312	1018964	-	1653	9246	8421	9063	4799	6599	4549
gene-OW489_RS04845	NZ_AP026446.1	1018969	1019625	-	657	1499	2234	2286	1937	2770	1861
gene-OW489_RS04850	NZ_AP026446.1	1019622	1020059	-	438	469	757	611	613	652	595
gene-OW489_RS04855	NZ_AP026446.1	1020049	1020543	-	495	1680	2446	2776	3208	4279	3011
gene-OW489_RS04860	NZ_AP026446.1	1020584	1021666	-	1083	1566	1677	1696	411	637	352
gene-OW489_RS04865	NZ_AP026446.1	1021666	1022127	-	462	1237	1909	2362	961	1532	852
gene-OW489_RS04870	NZ_AP026446.1	1022134	1022487	-	354	1625	1488	2013	1032	1705	864
gene-OW489_RS04875	NZ_AP026446.1	1022546	1024702	-	2157	8140	7133	8936	4331	6336	4393
gene-OW489_RS04885	NZ_AP026446.1	1025945	1026274	+	330	47	61	46	71	65	53
gene-OW489_RS04890	NZ_AP026446.1	1026332	1026547	-	216	10768	8663	9038	12945	24276	10905
gene-OW489_RS04895	NZ_AP026446.1	1026632	1027507	-	876	72751	32001	32698	66131	92110	58728
gene-OW489_RS04900	NZ_AP026446.1	1027658	1029175	-	1518	158529	114289	115430	289235	360602	256511
gene-OW489_RS04905	NZ_AP026446.1	1029497	1031872	+	2376	10931	12561	17850	600	922	553
gene-OW489_RS04910	NZ_AP026446.1	1031873	1032346	-	474	347	397	426	695	729	676
gene-OW489_RS04915	NZ_AP026446.1	1032476	1033201	+	726	840	977	1045	1834	2008	1724
gene-OW489_RS04920	NZ_AP026446.1	1033716	1036118	-	2403	0	0	0	0	0	0
gene-OW489_RS04925	NZ_AP026446.1	1036169	1036720	-	552	21	8	20	20	76	18
gene-OW489_RS04930	NZ_AP026446.1	1036746	1038590	-	1845	718	1349	1568	1515	2338	1339
gene-OW489_RS04935	NZ_AP026446.1	1038683	1040143	+	1461	559	789	748	197	268	238
gene-OW489_RS04940	NZ_AP026446.1	1040144	1041541	+	1398	3608	3549	3586	1795	2255	1871
gene-OW489_RS04945	NZ_AP026446.1	1041765	1045640	+	3876	16696	12881	11965	2181	2508	2037
gene-OW489_RS04950	NZ_AP026446.1	1045992	1046759	-	768	310	272	332	409	502	384
gene-OW489_RS04955	NZ_AP026446.1	1046759	1047739	-	981	489	349	340	435	478	427
gene-OW489_RS04960	NZ_AP026446.1	1047732	1048574	-	843	95	111	85	131	171	141
gene-OW489_RS04965	NZ_AP026446.1	1048715	1049239	+	525	1804	2086	2103	5301	4559	5757
gene-OW489_RS04970	NZ_AP026446.1	1049343	1049609	-	267	0	0	0	0	0	0
gene-OW489_RS04975	NZ_AP026446.1	1049590	1049967	-	378	0	0	0	0	0	0
gene-OW489_RS04980	NZ_AP026446.1	1050242	1052476	-	2235	5	1	4	2	4	2
gene-OW489_RS04985	NZ_AP026446.1	1052757	1052833	-	77	1	0	0	0	0	0
gene-OW489_RS04990	NZ_AP026446.1	1052860	1052934	-	75	2	1	1	0	0	0
gene-OW489_RS05000	NZ_AP026446.1	1053484	1054596	-	1113	519	345	351	489	714	459
gene-OW489_RS05005	NZ_AP026446.1	1054602	1054835	-	234	836	444	494	1001	1748	1050
gene-OW489_RS05010	NZ_AP026446.1	1054835	1055563	-	729	3970	2555	2565	6238	6386	6481
gene-OW489_RS05015	NZ_AP026446.1	1055811	1056110	-	300	56	119	126	775	606	777
gene-OW489_RS05020	NZ_AP026446.1	1056121	1057326	-	1206	6	12	9	8	0	2
gene-OW489_RS05025	NZ_AP026446.1	1057344	1058909	-	1566	2	6	4	2	0	0
gene-OW489_RS05030	NZ_AP026446.1	1059143	1060708	+	1566	261	495	569	269	362	222
gene-OW489_RS05035	NZ_AP026446.1	1060759	1061679	+	921	1681	2143	2277	2764	2990	2404
gene-OW489_RS05040	NZ_AP026446.1	1061676	1063493	+	1818	3211	3773	4335	4589	5918	3938
gene-OW489_RS05045	NZ_AP026446.1	1063545	1064180	+	636	148	253	282	176	267	172
gene-OW489_RS05055	NZ_AP026446.1	1065304	1067334	+	2031	463	633	716	237	306	222
gene-OW489_RS05060	NZ_AP026446.1	1068177	1069736	+	1560	18420	15491	20257	18289	29233	15746
gene-OW489_RS05065	NZ_AP026446.1	1069758	1071350	+	1593	4672	3939	7126	5451	17504	4668
gene-OW489_RS05070	NZ_AP026446.1	1071905	1073449	-	1545	4911	4759	5138	2683	3366	2531
gene-OW489_RS05075	NZ_AP026446.1	1073706	1076147	-	2442	1393	1792	2218	945	1460	952
gene-OW489_RS05080	NZ_AP026446.1	1076324	1076755	-	432	1173	1255	1236	496	819	466
gene-OW489_RS05085	NZ_AP026446.1	1076760	1080017	-	3258	9468	7409	9576	4238	8418	3904
gene-OW489_RS05090	NZ_AP026446.1	1080115	1080807	-	693	14854	7898	10645	15297	34002	15845
gene-OW489_RS05095	NZ_AP026446.1	1080951	1081949	+	999	150	269	278	206	237	170
gene-OW489_RS05100	NZ_AP026446.1	1082029	1089216	+	7188	921	1797	1825	1958	2504	1683
gene-OW489_RS05105	NZ_AP026446.1	1089268	1090371	+	1104	2	0	0	0	0	0
gene-OW489_RS05110	NZ_AP026446.1	1090429	1090635	-	207	144	366	393	672	508	625
gene-OW489_RS05115	NZ_AP026446.1	1090781	1091362	+	582	1204	795	822	408	539	370
gene-OW489_RS05120	NZ_AP026446.1	1091359	1092504	+	1146	821	911	774	459	698	484
gene-OW489_RS05125	NZ_AP026446.1	1092473	1093423	+	951	913	955	848	986	1357	999
gene-OW489_RS05130	NZ_AP026446.1	1093424	1093966	+	543	303	368	405	339	420	285
gene-OW489_RS05135	NZ_AP026446.1	1093982	1094893	+	912	1832	2672	2949	1261	1600	1034
gene-OW489_RS05140	NZ_AP026446.1	1094890	1095693	+	804	2060	2596	2674	3016	3631	2809
gene-OW489_RS05145	NZ_AP026446.1	1095690	1096349	+	660	1658	1791	1772	1624	2114	1637
gene-OW489_RS05150	NZ_AP026446.1	1096353	1096955	+	603	1006	707	710	564	769	558
gene-OW489_RS05155	NZ_AP026446.1	1096952	1097707	+	756	66	103	88	14	34	15
gene-OW489_RS05160	NZ_AP026446.1	1097722	1098207	+	486	87	71	69	35	65	48
gene-OW489_RS05165	NZ_AP026446.1	1098427	1100412	+	1986	140	739	572	74	72	53
gene-OW489_RS05170	NZ_AP026446.1	1100551	1101933	-	1383	35	108	82	16	28	11
gene-OW489_RS05175	NZ_AP026446.1	1102180	1103880	-	1701	97	231	219	296	363	284
gene-OW489_RS05180	NZ_AP026446.1	1103948	1104661	-	714	909	964	866	350	421	248
gene-OW489_RS05185	NZ_AP026446.1	1104645	1105421	-	777	1625	1918	1794	1148	1447	1156
gene-OW489_RS05190	NZ_AP026446.1	1105493	1106626	-	1134	1499	1113	1313	454	928	455
gene-OW489_RS05195	NZ_AP026446.1	1106633	1107985	-	1353	1027	849	1117	505	850	482
gene-OW489_RS05200	NZ_AP026446.1	1108026	1109258	-	1233	3731	2990	3244	2445	3226	2141
gene-OW489_RS05205	NZ_AP026446.1	1109280	1109657	-	378	1348	911	1000	639	727	608
gene-OW489_RS05210	NZ_AP026446.1	1109976	1110050	+	75	0	0	0	0	0	0
gene-OW489_RS05215	NZ_AP026446.1	1110082	1110381	+	300	0	0	0	0	0	0
gene-OW489_RS05220	NZ_AP026446.1	1110446	1110532	+	87	23	31	30	2	3	4
gene-OW489_RS05225	NZ_AP026446.1	1110607	1110681	+	75	327	1653	1786	81	90	103
gene-OW489_RS05230	NZ_AP026446.1	1110727	1110814	+	88	2735	2385	2440	113	159	142
gene-OW489_RS05235	NZ_AP026446.1	1110941	1112431	+	1491	2250	8607	9593	885	1690	923
gene-OW489_RS05240	NZ_AP026446.1	1112743	1113105	+	363	10355	15655	15650	22498	24986	20993
gene-OW489_RS05245	NZ_AP026446.1	1113669	1114682	-	1014	876	1383	1460	1728	2804	1520
gene-OW489_RS05250	NZ_AP026446.1	1114692	1115144	-	453	543	593	749	521	1427	497
gene-OW489_RS05255	NZ_AP026446.1	1115158	1116027	-	870	434	779	982	806	1184	914
gene-OW489_RS05260	NZ_AP026446.1	1116108	1116722	+	615	359	499	473	254	257	191
gene-OW489_RS05265	NZ_AP026446.1	1116732	1117388	+	657	170	171	188	160	215	232
gene-OW489_RS05270	NZ_AP026446.1	1117391	1117957	-	567	4209	3455	3561	3853	5274	3912
gene-OW489_RS05280	NZ_AP026446.1	1118652	1119506	-	855	1094	1848	1730	1170	1102	957
gene-OW489_RS05285	NZ_AP026446.1	1119516	1120244	-	729	707	940	886	260	317	217
gene-OW489_RS05290	NZ_AP026446.1	1120269	1121450	-	1182	1529	1451	1589	641	1022	636
gene-OW489_RS05295	NZ_AP026446.1	1121451	1122230	-	780	4558	7966	8142	6383	7817	5885
gene-OW489_RS05300	NZ_AP026446.1	1122240	1122971	-	732	525	654	661	594	758	515
gene-OW489_RS05305	NZ_AP026446.1	1122973	1123869	-	897	1126	1039	1173	1195	1268	1186
gene-OW489_RS05310	NZ_AP026446.1	1123884	1124822	-	939	2403	2389	2784	2869	3562	2947
gene-OW489_RS05315	NZ_AP026446.1	1124932	1125471	-	540	0	0	0	0	0	0
gene-OW489_RS05325	NZ_AP026446.1	1125990	1126277	-	288	5	0	1	1	8	4
gene-OW489_RS05330	NZ_AP026446.1	1126345	1126626	-	282	19	44	51	22	56	16
gene-OW489_RS05335	NZ_AP026446.1	1126637	1129696	-	3060	1227	1435	1495	729	1251	800
gene-OW489_RS05340	NZ_AP026446.1	1129696	1130775	-	1080	393	487	533	202	284	214
gene-OW489_RS05345	NZ_AP026446.1	1130772	1132067	-	1296	736	958	1047	250	331	241
gene-OW489_RS05350	NZ_AP026446.1	1132057	1134159	-	2103	3578	3910	4033	3286	4517	2803
gene-OW489_RS05355	NZ_AP026446.1	1134271	1135338	+	1068	1803	1786	2003	2614	3277	2202
gene-OW489_RS05360	NZ_AP026446.1	1135351	1136826	+	1476	3870	3837	4003	3130	3747	2755
gene-OW489_RS05365	NZ_AP026446.1	1136841	1137122	+	282	106	239	278	245	360	210
gene-OW489_RS05370	NZ_AP026446.1	1137195	1138505	-	1311	668	760	780	1152	1282	1000
gene-OW489_RS05375	NZ_AP026446.1	1138635	1140098	+	1464	2221	3760	4076	2251	2878	1955
gene-OW489_RS05380	NZ_AP026446.1	1140099	1141595	+	1497	1555	2261	2202	2206	2186	2007
gene-OW489_RS05385	NZ_AP026446.1	1141730	1142887	+	1158	1838	2012	2095	1716	2165	1432
gene-OW489_RS05395	NZ_AP026446.1	1143287	1143463	-	177	0	0	0	0	0	0
gene-OW489_RS05400	NZ_AP026446.1	1143482	1144315	-	834	542	997	1037	1555	1916	1585
gene-OW489_RS08130	NZ_AP026446.1	1144308	1144508	-	201	0	0	0	0	0	0
gene-OW489_RS05405	NZ_AP026446.1	1144741	1144858	-	118	0	0	0	0	0	0
gene-OW489_RS05410	NZ_AP026446.1	1145090	1147977	-	2888	0	0	0	0	0	0
gene-OW489_RS05415	NZ_AP026446.1	1149117	1150838	+	1722	2254	2328	2549	9943	15780	8323
gene-OW489_RS05420	NZ_AP026446.1	1151743	1153743	+	2001	0	0	0	0	0	0
gene-OW489_RS05425	NZ_AP026446.1	1154819	1155886	+	1068	0	0	0	0	0	0
gene-OW489_RS05430	NZ_AP026446.1	1156200	1156988	-	789	0	7	2	11	4	6
gene-OW489_RS05435	NZ_AP026446.1	1156960	1157211	-	252	0	0	0	0	0	0
gene-OW489_RS05445	NZ_AP026446.1	1158333	1158980	+	648	0	0	0	0	0	0
gene-OW489_RS05450	NZ_AP026446.1	1158984	1160225	-	1242	0	0	0	0	0	0
gene-OW489_RS05455	NZ_AP026446.1	1160237	1161472	-	1236	0	0	0	0	0	0
gene-OW489_RS05460	NZ_AP026446.1	1161472	1162905	-	1434	1	0	1	0	0	0
gene-OW489_RS05465	NZ_AP026446.1	1162915	1164921	-	2007	0	0	0	0	0	0
gene-OW489_RS05470	NZ_AP026446.1	1164921	1165988	-	1068	0	0	0	0	0	0
gene-OW489_RS05475	NZ_AP026446.1	1165989	1166153	-	165	0	0	0	0	0	0
gene-OW489_RS05480	NZ_AP026446.1	1166791	1167441	+	651	0	0	0	0	0	0
gene-OW489_RS05485	NZ_AP026446.1	1167503	1167880	+	378	0	0	0	0	0	0
gene-OW489_RS05490	NZ_AP026446.1	1167858	1168430	+	573	0	0	0	0	0	0
gene-OW489_RS05500	NZ_AP026446.1	1169312	1169782	-	471	0	0	0	0	0	0
gene-OW489_RS05505	NZ_AP026446.1	1169837	1171897	-	2061	0	0	0	0	0	0
gene-OW489_RS05510	NZ_AP026446.1	1172232	1180832	-	8601	0	0	0	0	0	0
gene-OW489_RS05515	NZ_AP026446.1	1180852	1183116	-	2265	0	0	0	0	0	0
gene-OW489_RS05520	NZ_AP026446.1	1183113	1183631	-	519	0	0	0	0	0	0
gene-OW489_RS05525	NZ_AP026446.1	1183628	1184572	-	945	0	0	0	0	0	0
gene-OW489_RS05530	NZ_AP026446.1	1184577	1184849	-	273	0	0	0	0	0	0
gene-OW489_RS05535	NZ_AP026446.1	1184867	1185844	-	978	0	0	0	0	0	0
gene-OW489_RS05540	NZ_AP026446.1	1185857	1188106	-	2250	0	0	0	0	0	0
gene-OW489_RS05545	NZ_AP026446.1	1188090	1189292	-	1203	0	0	0	0	0	0
gene-OW489_RS05550	NZ_AP026446.1	1189289	1190965	-	1677	0	0	0	0	0	0
gene-OW489_RS05555	NZ_AP026446.1	1190962	1192131	-	1170	0	0	0	0	0	0
gene-OW489_RS05560	NZ_AP026446.1	1192124	1192258	-	135	0	0	0	0	0	0
gene-OW489_RS05565	NZ_AP026446.1	1192255	1194837	-	2583	0	0	0	0	0	0
gene-OW489_RS05570	NZ_AP026446.1	1194837	1195073	-	237	0	0	0	0	0	0
gene-OW489_RS05575	NZ_AP026446.1	1195084	1195347	-	264	0	0	0	0	0	0
gene-OW489_RS05580	NZ_AP026446.1	1195358	1195642	-	285	0	0	0	0	0	0
gene-OW489_RS05585	NZ_AP026446.1	1195639	1196118	-	480	0	0	0	0	0	0
gene-OW489_RS05590	NZ_AP026446.1	1196222	1197010	-	789	0	0	0	0	0	0
gene-OW489_RS05600	NZ_AP026446.1	1198969	1199676	+	708	67	158	173	531	648	353
gene-OW489_RS05605	NZ_AP026446.1	1199766	1202291	-	2526	2641	2361	2438	608	791	589
gene-OW489_RS05610	NZ_AP026446.1	1202640	1203608	-	969	325	379	360	145	237	132
gene-OW489_RS05615	NZ_AP026446.1	1203621	1205048	-	1428	0	0	0	0	0	0
gene-OW489_RS05620	NZ_AP026446.1	1205248	1206390	+	1143	74	172	199	118	330	117
gene-OW489_RS05625	NZ_AP026446.1	1206511	1208292	+	1782	28	35	35	18	36	23
gene-OW489_RS05630	NZ_AP026446.1	1208303	1209031	-	729	416	673	825	1295	2415	1460
gene-OW489_RS05635	NZ_AP026446.1	1209218	1210072	+	855	917	1188	1224	476	470	469
gene-OW489_RS05640	NZ_AP026446.1	1210087	1211661	+	1575	505	603	595	532	628	436
gene-OW489_RS05645	NZ_AP026446.1	1211658	1212965	+	1308	633	874	826	568	807	490
gene-OW489_RS05650	NZ_AP026446.1	1212984	1213280	+	297	308	622	616	153	175	159
gene-OW489_RS05660	NZ_AP026446.1	1213795	1214139	-	345	0	0	0	0	0	0
gene-OW489_RS05665	NZ_AP026446.1	1214141	1214611	-	471	0	0	0	0	0	0
gene-OW489_RS05670	NZ_AP026446.1	1215017	1215157	+	141	0	0	0	0	0	0
gene-OW489_RS05675	NZ_AP026446.1	1215183	1216046	-	864	1057	1507	1488	485	569	374
gene-OW489_RS05680	NZ_AP026446.1	1216024	1216677	-	654	3327	2380	2376	1555	1512	1287
gene-OW489_RS05685	NZ_AP026446.1	1216748	1217620	+	873	572	1016	964	1828	1917	1770
gene-OW489_RS05690	NZ_AP026446.1	1217620	1217823	+	204	220	209	155	380	347	394
gene-OW489_RS05695	NZ_AP026446.1	1217836	1218732	+	897	1110	1035	1120	1388	1586	1448
gene-OW489_RS05700	NZ_AP026446.1	1218725	1219456	+	732	83	164	159	34	50	17
gene-OW489_RS05705	NZ_AP026446.1	1219453	1219890	-	438	2	6	3	1	0	0
gene-OW489_RS05710	NZ_AP026446.1	1219949	1221016	-	1068	6472	4476	6050	4367	9745	4016
gene-OW489_RS05715	NZ_AP026446.1	1221016	1221810	-	795	10286	9932	13122	11968	22576	10489
gene-OW489_RS05720	NZ_AP026446.1	1222061	1224877	+	2817	560	1046	1056	712	820	604
gene-OW489_RS05725	NZ_AP026446.1	1224901	1226217	+	1317	1588	1227	1310	1313	1511	1303
gene-OW489_RS05730	NZ_AP026446.1	1226265	1226558	+	294	125	380	398	576	803	533
gene-OW489_RS05735	NZ_AP026446.1	1226558	1228135	+	1578	1878	2054	2483	3244	4916	3451
gene-OW489_RS05740	NZ_AP026446.1	1228145	1229116	+	972	4686	3636	4326	4152	6404	3900
gene-OW489_RS05745	NZ_AP026446.1	1229126	1229464	+	339	1304	967	1285	1097	1256	1080
gene-OW489_RS05750	NZ_AP026446.1	1229474	1231894	+	2421	8108	7428	8774	8703	14367	8148
gene-OW489_RS05755	NZ_AP026446.1	1231891	1232403	+	513	1701	1520	1689	954	1462	893
gene-OW489_RS05760	NZ_AP026446.1	1232393	1233568	+	1176	1219	1443	1513	681	990	550
gene-OW489_RS05765	NZ_AP026446.1	1233568	1234494	+	927	1314	1433	1464	504	607	434
